Year,Month,Scheme_Name,No_of_Schemes,No_of_Folios,Funds_Mobilized,Redemption,Net_Inflow,AUM,AAUM
2022,February,Liquid Fund,38.0,1794706.0,274396.1480447,234122.83459707,40273.31344763,389305.47726296,400295.0607239
2022,February,Ultra Short Duration Fund,27.0,623294.0,15430.26440871,16745.30092391,-1315.0365152,90436.55913237,92519.73545049
2022,February,Low Duration Fund,23.0,1072630.0,7962.74345357,12944.27643131,-4981.53297774,121216.79590091,123862.89371165
2022,February,Money Market Fund,20.0,420963.0,22508.5180245,23163.84168535,-655.323660849997,119233.31260767,118168.42005136
2022,February,Short Duration Fund,26.0,584821.0,1965.93444523,14057.81230919,-12091.87786396,124564.16777565,132256.95781092
2022,February,Medium Duration Fund,16.0,283631.0,315.49465949,1377.35906498,-1061.86440549,33842.12303823,34173.99417285
2022,February,Medium to Long Duration Fund,13.0,116571.0,66.3834134,2973.52163005,-2907.13821665,11102.7964065,11908.7307045
2022,February,Long Duration Fund,2.0,24765.0,6.2742,64.4372,-58.163,2549.9995,2535.4125
2022,February,Dynamic Bond Fund,26.0,236499.0,879.7519935,2585.00427592,-1705.25228242,26199.12437703,26276.22418462
2022,February,Corporate Bond Fund,21.0,668061.0,2622.03520145,12840.77576387,-10218.74056242,141569.17911948,146846.39799209
2022,February,Credit Risk Fund,15.0,273672.0,316.17783022,703.94279149,-387.76496127,28051.6345954,28129.98974404
2022,February,Banking and PSU Fund,22.0,336854.0,1762.3538606,5416.4787413,-3654.1248807,101148.3878052,102912.2251677
2022,February,Gilt Fund,21.0,180217.0,491.58046617,955.64303833,-464.06257216,15691.38131187,15991.98494105
2022,February,Gilt Fund with 10 year constant duration,4.0,45533.0,23.3499112,43.1603562,-19.810445,1335.2048427,1344.5694315
2022,February,Floater Fund,12.0,268620.0,3098.466745,13421.4427324,-10322.9759874,87595.7244409,94053.7422732
2022,February,Sub Total - I (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi),317.0,7455476.0,685643.5601891399,693917.85365947,-8274.293470330002,1409397.14259145,1459162.6586797002
2022,February,Multi Cap Fund,14.0,2651738.0,1169.11193624,583.83884376,585.27309248,42784.3627787,43982.2658703
2022,February,Large Cap Fund,32.0,12313521.0,4472.82182121,2134.23969606,2338.58212515,216794.4950656,221872.92804499
2022,February,Large & Mid Cap Fund,27.0,6537977.0,2981.86650668,946.29034699,2035.57615969,103409.1145175,105755.0381152
2022,February,Mid Cap Fund,27.0,8539929.0,3427.45014221,1473.12663418,1954.32350803,152548.49226718,155730.27899133
2022,February,Small Cap Fund,24.0,7648110.0,2746.2508464,1316.50632918,1429.74451722,100406.6551977,103996.0616908
2022,February,Dividend Yield Fund,8.0,561626.0,244.59545095,88.0999445,156.49550645,9421.983951,9536.85188
2022,February,Value Fund/Contra Fund,22.0,3989205.0,1492.8611399,655.81990705,837.04123285,75626.9989383,77609.6286632
2022,February,Focused Fund,26.0,4933396.0,2879.08235602,923.52998378,1955.55237224,92851.2957371,94308.0471643
2022,February,Sectoral/Thematic Funds,117.0,11682935.0,6255.25289685,2814.24978346,3441.00311339,143324.59683359,145538.94733048
2022,February,ELSS,40.0,13540673.0,2175.3907775,1077.27826026,1098.11251724,141035.59376156,144887.95779394
2022,February,Flexi Cap Fund,31.0,11520089.0,5932.59600366,2059.03282064,3873.56318302,216341.2158055,221329.5906256
2022,February,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),368.0,83919199.0,33777.27987762,14072.01254986,19705.26732776,1294544.80485373,1324547.59617014
2022,February,Conservative Hybrid Fund,21.0,500024.0,672.60486709,723.5088906,-50.90402351,20600.27109696,20825.94212477
2022,February,Balanced Hybrid Fund/Aggressive Hybrid Fund,33.0,5047228.0,3068.06758205,2157.95261682,910.11496523,144280.95144651,146840.9720168
2022,February,Dynamic Asset Allocation/Balanced Advantage Fund,26.0,4172282.0,4442.64269989,2324.65074334,2117.99195655,173638.7969345,176087.93821234
2022,February,Multi Asset Allocation Fund,10.0,786721.0,452.26700031,247.69317669,204.57382362,18933.01886538,20254.76597925
2022,February,Arbitrage Fund,25.0,508631.0,7012.64272487,7348.54870495,-335.90598008,101515.15778446,116408.23344164
2022,February,Equity Savings Fund,22.0,350778.0,996.59897675,665.53985024,331.05912651,16572.226726,17109.2529458
2022,February,Sub Total - III (i+ii+iii+iv+v+vi),137.0,11365664.0,16644.82385096,13467.89398264,3176.92986832,475540.42285381,497527.1047206
2022,February,Retirement Fund,25.0,2679439.0,194.51135153,86.77923862,107.73211291,15931.0568753,16232.3971052
2022,February,Childrens Fund,10.0,2891704.0,95.03476583,37.7977153,57.23705053,12770.4139174,13009.9485326
2022,February,Sub Total - IV (i+ii),35.0,5571143.0,289.54611736000004,124.57695392,164.96916344,28701.4707927,29242.3456378
2022,February,Index Funds,78.0,2342493.0,6736.83998018,989.05880789,5747.78117229,54737.45934291,52099.85758011
2022,February,GOLD ETF,11.0,3774398.0,244.48772317,492.54819436,-248.06047119,18727.92718941,18193.63212068
2022,February,Other ETFs,119.0,9785826.0,21531.2405362,10740.0603497,10791.1801865,391436.12426512,391859.58542673
2022,February,Fund of funds investing overseas,44.0,1244247.0,592.95356351,362.49134065,230.46222286,22072.04365793,22280.39686992
2022,February,Sub Total - V (i+ii+iii+iv),252.0,17146964.0,29105.52180306,12584.1586926,16521.36311046,486973.55445537,484433.47199744
2022,February,Total A-Open ended Schemes,1109.0,125458446.0,765460.7318381399,734166.49583849,31294.235999649994,3695157.39554706,3794913.17720568
2022,February,Fixed Term Plan,289.0,187938.0,202.760955,0.06,202.700955,48296.48614018,48108.45781765
2022,February,Capital Protection Oriented Schemes,13.0,30733.0,0.0,0.0,0.0,1610.6855281,1613.8617696
2022,February,Infrastructure Debt Fund,8.0,80.0,0.0,0.0,0.0,1973.245939,1964.3877
2022,February,Other Debt Scheme,1.0,717.0,0.0,0.0,0.0,59.9,60.41
2022,February,Sub Total (i+ii+iii+iv),311.0,219468.0,202.760955,0.06,202.700955,51940.317607280005,51747.11728725
2022,February,ELSS,20.0,315996.0,0.0,37.50157942,-37.50157942,3664.580826,3787.580489
2022,February,Other Equity Schemes,18.0,132558.0,0.0,22.907,-22.907,4937.302608,5124.205753
2022,February,Sub Total (i+ii),38.0,448554.0,0.0,60.40857942,-60.40857942,8601.883434,8911.786242
2022,February,Total B -Close ended Schemes,349.0,668022.0,202.760955,60.46857942,142.29237558,60542.20104128,60658.903529250005
2022,February,Total C Interval Schemes,21.0,3081.0,103.9749,6.9722,97.0027,596.3684,567.6416
2022,February,Grand Total,1479.0,126129549.0,765767.4676931399,734233.9366179099,31533.53107523,3756295.96498834,3856139.72233493
2023,February,Overnight Fund,32.0,628847.0,401879.05295324,398933.21289748,2945.84005576093,103090.56364525,125487.40297791
2023,February,Liquid Fund,36.0,1786569.0,275599.32767635,286903.57905978,-11304.2513834299,386489.73190533,434140.6390587
2023,February,Ultra Short Duration Fund,25.0,642322.0,11619.15687119,14049.12542108,-2429.96854989004,88805.4278081,89974.06617803
2023,February,Low Duration Fund,21.0,955013.0,6006.21017286999,7909.95491854,-1903.74474567,92214.63416518,93322.18005115
2023,February,Money Market Fund,22.0,427033.0,20864.19256589,21406.57514552,-542.382579630008,118619.64609869,119798.62758283
2023,February,Short Duration Fund,25.0,507846.0,2529.64508647,2118.02160194,411.623484529995,90970.25921387,90859.16840586
2023,February,Medium Duration Fund,15.0,252439.0,358.15550875,652.52502071,-294.36951196,25866.88022758,26006.12237696
2023,February,Medium to Long Duration Fund,12.0,106466.0,65.86107554,260.85215151,-194.99107597,8664.21207133,8757.78972801
2023,February,Long Duration Fund,6.0,40448.0,369.26241343,25.86881061,343.39360282,4080.6234818,3926.8702773
2023,February,Dynamic Bond Fund,22.0,220176.0,746.60678691,244.96274024,501.64404667,23364.68686411,23198.69262367
2023,February,Corporate Bond Fund,21.0,608447.0,3973.16818246,3311.36702335,661.801159109997,114844.94288552,113775.32580118
2023,February,Credit Risk Fund,15.0,247040.0,171.33658854,844.32684751,-672.99025897,24409.59513849,24610.70275612
2023,February,Banking and PSU Fund,23.0,298204.0,730.17021179,990.299975590002,-260.129763800001,73323.76144576,73466.20927139
2023,February,Gilt Fund,22.0,171155.0,621.54074795,170.73622869,450.80451926,16794.65288569,16543.3989804
2023,February,Gilt Fund with 10 year constant duration,5.0,41728.0,191.38976098,54.31271253,137.07704845,1796.76471247,1751.38885662
2023,February,Floater Fund,12.0,241031.0,1264.04681944,2928.63289389999,-1664.58607445999,56323.55880781,57100.91038707
2023,February,Sub Total - I (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi),314.0,7174764.0,726989.1234217999,740804.35344898,-13815.230027179015,1229659.94135698,1302719.4953132
2023,February,Multi Cap Fund,18.0,4075693.0,3158.26223964,1180.90469857,1977.35754107,66874.98744951,67908.58907269
2023,February,Large Cap Fund,31.0,12963430.0,3048.99708463,2695.12357695,353.87350768,235167.66938731,240356.49949231
2023,February,Large & Mid Cap Fund,26.0,7748622.0,3123.85935996,1472.86161129,1650.99774867,126648.36278492,128001.41993551
2023,February,Mid Cap Fund,29.0,10499596.0,3490.77547357,1674.11665928,1816.65881429,183246.26623633,184425.02440386
2023,February,Small Cap Fund,24.0,10671838.0,3453.82708935,1207.52711796,2246.29997139,131568.4567597,132162.75466879
2023,February,Dividend Yield Fund,8.0,596908.0,128.61761824,80.6871348099999,47.9304834300003,10183.10985654,10332.35417355
2023,February,Value Fund/Contra Fund,22.0,4602572.0,1445.86844277,732.705122009999,713.163320760002,89509.94301567,90729.76214841
2023,February,Focused Fund,26.0,5321370.0,1502.51111543,1262.26037395,240.250741479998,99014.41290066,100666.59521935
2023,February,Sectoral/Thematic Funds,125.0,13118546.0,6554.69394696,2698.79400723,3855.89993973001,168775.22413451,169394.31896128
2023,February,ELSS,42.0,14968197.0,2284.39815268,1303.25762852,981.140524160002,149998.1275385,152361.58687132
2023,February,Flexi Cap Fund,35.0,12664386.0,4283.87210579,2481.86990619,1802.0021996,240790.96685579,244285.5964899
2023,February,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),386.0,97231158.0,32475.68262902,16790.107836759995,15685.574792260011,1501777.52691944,1520624.50143697
2023,February,Conservative Hybrid Fund,20.0,518630.0,331.77951399,424.10636233,-92.3268483399997,22716.04779346,22912.94271023
2023,February,Balanced Hybrid Fund/Aggressive Hybrid Fund,31.0,5316109.0,1865.96608748,1740.60561157,125.360475909998,153637.06437334,156749.41412565
2023,February,Dynamic Asset Allocation/Balanced Advantage Fund,28.0,4445077.0,2965.66339835,2907.85108658,57.8123117699979,191440.46340129,194454.69427434
2023,February,Multi Asset Allocation Fund,11.0,1031458.0,863.495520100001,352.98251048,510.513009620001,25947.5156265,27473.4387912
2023,February,Arbitrage Fund,26.0,458666.0,4958.00253312,4893.35638948,64.6461436399986,77229.33956709,90669.40387044
2023,February,Equity Savings Fund,22.0,363214.0,334.5312943,540.21531855,-205.68402425,16444.5704426,17306.08059756
2023,February,Sub Total - III (i+ii+iii+iv+v+vi),138.0,12133154.0,11319.438347340005,10859.11727899,460.3210683499958,487415.00120428,509565.97436942
2023,February,Retirement Fund,26.0,2753542.0,211.89169637,111.91110836,99.98058801,17810.8813607,17986.30385966
2023,February,Childrens Fund,10.0,2924260.0,109.2947119,39.83858482,69.45612708,14169.7214348,14297.2254115
2023,February,Sub Total - IV (i+ii),36.0,5677802.0,321.18640827,151.74969318,169.43671509,31980.602795500003,32283.52927116
2023,February,Index Funds,163.0,3582822.0,9476.3264569,3232.03002994,6244.29642696,138814.08204265,136565.99369296
2023,February,GOLD ETF,12.0,4693916.0,308.25807486,142.8348692,165.42320566,21399.7164256,21713.96906507
2023,February,Other ETFs,155.0,11963506.0,14801.1994056,14772.2707663,28.9286393000075,481776.04881702,491599.7217824
2023,February,Fund of funds investing overseas,49.0,1274592.0,444.0489584,394.51853735,49.5304210499999,21893.02679236,22464.72075896
2023,February,Sub Total - V (i+ii+iii+iv),379.0,21514836.0,25029.83289576,18541.65420279,6488.178692970007,663882.87407763,672344.40529939
2023,February,Total A-Open ended Schemes,1253.0,143731714.0,796135.2637021898,787146.9824607,8988.281241491,3914715.9463538295,4037537.90569014
2023,February,Fixed Term Plan,107.0,137036.0,954.3982481,105.911380000005,848.486868099995,21741.5000373,21172.58478766
2023,February,Capital Protection Oriented Schemes,7.0,12654.0,0.0,0.0,0.0,635.8087726,637.0823574
2023,February,Infrastructure Debt Fund,7.0,52.0,0.0,0.0,0.0,1967.7180354,1963.5822404
2023,February,Other Debt Scheme,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,February,Sub Total (i+ii+iii+iv),121.0,149742.0,954.3982481,105.911380000005,848.486868099995,24345.026845300003,23773.24938546
2023,February,ELSS,19.0,298874.0,0.0,28.89771266,-28.89771266,3440.1532833,3526.8390391
2023,February,Other Equity Schemes,11.0,67552.0,0.01,0.0,0.01,3124.5091115,3165.7041147
2023,February,Sub Total (i+ii),30.0,366426.0,0.01,28.89771266,-28.88771266,6564.6623948,6692.543153799999
2023,February,Total B -Close ended Schemes,151.0,516168.0,954.4082481,134.809092660005,819.599155439995,30909.6892401,30465.79253926
2023,February,Total C Interval Schemes,12.0,2874.0,95.3448999999998,328.0547,-232.7098,631.3122,796.5544
2023,February,Grand Total,1416.0,144250756.0,797185.0168502898,787609.8462533599,9575.170596930997,3946256.9477939294,4068800.2526294
2024,February,Overnight Fund,35.0,892025.0,414374.56107068,431750.17340167,-17375.6123309899,67724.65467276,97290.99304367
2024,February,Liquid Fund,36.0,1778681.0,372298.57904077,288656.24743644,83642.3316043299,517403.71816824,497485.58157793
2024,February,Ultra Short Duration Fund,24.0,635543.0,13264.22281889,13626.69309834,-362.470279450004,92070.5467686,91584.040436
2024,February,Low Duration Fund,20.0,883315.0,8858.48563323,12958.86776374,-4100.38213051,95695.65522756,96913.23029115
2024,February,Money Market Fund,23.0,433052.0,27980.55030248,27843.82208018,136.728222300007,156455.18876997,153800.40635877
2024,February,Short Duration Fund,23.0,457312.0,4126.65426888,1781.08081802,2345.57345086,104796.55938588,103785.80392867
2024,February,Medium Duration Fund,15.0,231903.0,219.59815611,607.46258682,-387.86443071,26157.69836109,26238.17329179
2024,February,Medium to Long Duration Fund,12.0,101160.0,142.55500164,149.1642301,-6.60922845999971,10528.85241744,10507.33360763
2024,February,Long Duration Fund,7.0,50699.0,700.5150814,69.13928647,631.37579493,11884.630341,11527.993021
2024,February,Dynamic Bond Fund,22.0,219929.0,626.717628339999,495.20233266,131.515295679999,31509.0360541,31285.47123092
2024,February,Corporate Bond Fund,21.0,562839.0,7073.30274926,4044.43821438,3028.86453488,146747.48296958,144744.75073559
2024,February,Credit Risk Fund,14.0,211281.0,43.2092399399999,409.10835707,-365.89911713,23305.34575132,23413.88827194
2024,February,Banking and PSU Fund,23.0,259627.0,1109.91848733,1589.99552222,-480.077034889999,80249.68676016,80073.5115924
2024,February,Gilt Fund,21.0,182215.0,1597.18434581,1057.78385653,539.400489279999,27579.75767398,27198.6748334
2024,February,Gilt Fund with 10 year constant duration,5.0,38317.0,79.08433889,36.6721333100002,42.4122055799999,4649.44602177,4615.52543734
2024,February,Floater Fund,13.0,217967.0,2231.15207137,5841.62102329,-3610.46895192,53215.88078599,53973.81318586
2024,February,Sub Total - I (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi),314.0,7155865.0,854726.2902350201,790917.47214124,63808.818093780006,1449974.1401294395,1454439.1908440597
2024,February,Multi Cap Fund,24.0,5868656.0,3835.63940125,1421.60241883,2414.03698242,122258.09985279,121146.91599185
2024,February,Large Cap Fund,31.0,13489341.0,5205.89820225001,4284.76147666,921.136725590004,305940.6500759,304329.0166298
2024,February,Large & Mid Cap Fund,29.0,9105807.0,5304.99318768,2148.35061708,3156.6425706,200832.68903567,198380.72580808
2024,February,Mid Cap Fund,29.0,13715842.0,5427.82470435,3619.64399887,1808.18070548,295682.93843498,294490.52797967
2024,February,Small Cap Fund,27.0,18664893.0,6897.36664301001,3974.91223201,2922.45441100001,249070.99331866,249079.06007651
2024,February,Dividend Yield Fund,9.0,855919.0,568.6509545,474.637738,94.0132165,23618.0860708,23529.7380037
2024,February,Value Fund/Contra Fund,23.0,6007105.0,3175.5182074,1308.36779049,1867.15041691,147098.26110556,145849.92480558
2024,February,Focused Fund,28.0,5075441.0,1806.05927731,2338.94496962,-532.885692309999,126471.01666738,126411.06847254
2024,February,Sectoral/Thematic Funds,155.0,17430950.0,17655.97938726,6393.26429043,11262.71509683,287899.15386953,279271.88277281
2024,February,ELSS,42.0,15860893.0,2469.25710907,2130.14477268,339.112336389997,209354.37606414,208094.43044044
2024,February,Flexi Cap Fund,38.0,14002857.0,6575.47167099,3962.24562831,2613.22604268,344169.75717637,341202.15600319
2024,February,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),435.0,120077704.0,58922.65874507002,32056.87593298,26865.78281209001,2312396.02167178,2291785.44698417
2024,February,Conservative Hybrid Fund,19.0,535328.0,406.57364263,512.5894545,-106.01581187,26701.84223578,26684.79780891
2024,February,Balanced Hybrid Fund/Aggressive Hybrid Fund,31.0,5385542.0,2639.37028122,2610.03405943,29.3362217899994,193738.88217162,193518.32661471
2024,February,Dynamic Asset Allocation/Balanced Advantage Fund,32.0,4564056.0,4835.72814265,3548.89578715,1286.83235550001,245822.01554191,244820.66559213
2024,February,Multi Asset Allocation Fund,21.0,1930545.0,4888.12830158,844.92705354,4043.20124804,64695.3263768,65769.32092956
2024,February,Arbitrage Fund,27.0,482770.0,22964.52556799,11456.37415158,11508.15141641,150768.50400606,173873.50619022
2024,February,Equity Savings Fund,22.0,401223.0,2378.87818312,1035.30187348,1343.57630964,28650.56841593,28606.81250721
2024,February,Sub Total - III (i+ii+iii+iv+v+vi),152.0,13299464.0,38113.204119190006,20008.12237968,18105.081739510013,710377.1387480999,733273.4296427399
2024,February,Retirement Fund,27.0,2857232.0,278.57176107,162.17434391,116.39741716,24924.13510299,24779.80692996
2024,February,Childrens Fund,11.0,2976977.0,139.68067965,72.95444243,66.72623722,18851.74646726,18797.86196718
2024,February,Sub Total - IV (i+ii),38.0,5834209.0,418.25244072,235.12878634,183.12365438,43775.88157025,43577.66889714
2024,February,Index Funds,203.0,7214044.0,5669.49574279,3133.12388523,2536.37185756,209786.55730255,207616.60337575
2024,February,GOLD ETF,17.0,5023955.0,1031.13106036,33.90965798,997.22140238,28529.8845868,27924.60775754
2024,February,Other ETFs,186.0,13464269.0,17059.7325428,10598.058708,6461.67383480001,644835.25565632,639443.97059877
2024,February,Fund of funds investing overseas,54.0,1551981.0,365.04685166,604.21935251,-239.17250085,24932.31076379,24686.6741658
2024,February,Sub Total - V (i+ii+iii+iv),460.0,27254249.0,24125.40619761,14369.31160372,9756.094593890011,908084.00830946,899671.8558978599
2024,February,Total A-Open ended Schemes,1399.0,173621491.0,976305.81173761,857586.91084396,118718.90089365005,5424607.190429029,5422747.592265969
2024,February,Fixed Term Plan,93.0,77445.0,250.7526896,421.837156,-171.084466399999,17981.01940076,17955.9739197
2024,February,Capital Protection Oriented Schemes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,February,Infrastructure Debt Fund,5.0,41.0,0.0,0.0,0.0,1621.369925,1616.540042
2024,February,Other Debt Scheme,1.0,213585.0,23.99,61.73,-37.74,5290.76,5308.67
2024,February,Sub Total (i+ii+iii+iv),99.0,291071.0,274.7426896,483.567156,-208.824466399999,24893.14932576,24881.1839617
2024,February,ELSS,19.0,280367.0,0.0,26.15790093,-26.15790093,4092.2652294,4105.14250332
2024,February,Other Equity Schemes,0.0,0.0,0.0,136.56,-136.56,0.0,98.05
2024,February,Sub Total (i+ii),19.0,280367.0,0.0,162.71790093,-162.71790093,4092.2652294,4203.1925033200005
2024,February,Total B -Close ended Schemes,118.0,571438.0,274.7426896,646.28505693,-371.542367329999,28985.41455516,29084.376465020003
2024,February,Total C Interval Schemes,12.0,2606.0,89.5720999999999,86.1307,3.44139999999987,621.5292,655.0382
2024,February,Grand Total,1529.0,174195535.0,976670.12652721,858319.32660089,118350.79992632005,5454214.134184189,5452487.006930989
2025,February,Overnight Fund,34.0,638050.0,467908.59474299,470172.535491451,-2263.94074846059,91908.70380843,102958.11390825
2025,February,Liquid Fund,37.0,1877020.0,372128.55542592,367151.59021762,4976.96520829992,567506.09896745,610010.14930317
2025,February,Ultra Short Duration Fund,25.0,653071.0,13130.35039061,17411.37483862,-4281.02444801002,107720.22781053,110307.65999087
2025,February,Low Duration Fund,20.0,818446.0,8901.80064981,11726.40382484,-2824.60317503,113394.63184135,114922.10245886
2025,February,Money Market Fund,24.0,433869.0,38869.18276266,42145.15157698,-3275.96881432005,251863.54807679,256161.37267301
2025,February,Short Duration Fund,24.0,448732.0,3741.62678163,3012.45435379,729.17242784,113223.60303517,113044.21751499
2025,February,Medium Duration Fund,13.0,212916.0,201.389294629999,379.61599228,-178.22669765,24940.03978751,24964.86899344
2025,February,Medium to Long Duration Fund,13.0,102269.0,134.00851489,77.81052937,56.1979855199997,11667.59664353,11642.03320316
2025,February,Long Duration Fund,11.0,90221.0,325.826886319999,489.12142871,-163.294542390001,20329.30309194,20568.89188149
2025,February,Dynamic Bond Fund,22.0,224121.0,492.927745290001,600.96891432,-108.04116903,35317.34917915,35430.72433963
2025,February,Corporate Bond Fund,21.0,529679.0,4022.88759476001,2958.05130192,1064.83629284001,174014.82939277,173605.55603331
2025,February,Credit Risk Fund,14.0,181719.0,58.23565275,256.12480368,-197.88915093,20541.65534593,20569.55363634
2025,February,Banking and PSU Fund,22.0,236084.0,1456.8935697,983.360697480002,473.532872219997,79442.62034189,79240.11648136
2025,February,Gilt Fund,22.0,213316.0,908.772160160002,1187.07636564,-278.304205479999,40749.34270831,41108.05184107
2025,February,Gilt Fund with 10 year constant duration,5.0,35759.0,126.95765981,39.32283598,87.63482383,4948.96815616,4908.04629065
2025,February,Floater Fund,12.0,196393.0,915.76770945,1258.37909891,-342.611389460002,50543.16033834,50585.12842008
2025,February,Sub Total - I (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi),319.0,6891665.0,913323.77754138,919849.342271591,-6525.564730210735,1708111.6785252506,1770026.5869696797
2025,February,Multi Cap Fund,30.0,9333418.0,4428.89902338,1911.21268462,2517.68633876,161176.44843298,169272.44023797
2025,February,Large Cap Fund,32.0,15864041.0,5309.18728943,2443.18915095001,2865.99813848,335387.54724984,349572.70418438
2025,February,Large & Mid Cap Fund,31.0,11709986.0,4537.39860855,1881.43006462,2655.96854393,242809.17305067,254938.73409616
2025,February,Mid Cap Fund,29.0,20822194.0,6636.62686246001,3229.6807497,3406.94611276,340656.69500112,360862.17974381
2025,February,Small Cap Fund,30.0,24828591.0,7033.57305446001,3311.11126966,3722.46178480001,273877.20754382,293136.32110885
2025,February,Dividend Yield Fund,10.0,1192022.0,367.648783350001,298.99971809,68.6490652600014,28674.16777958,30157.96021681
2025,February,Value Fund/Contra Fund,23.0,8178379.0,2551.05731973,1203.63775077,1347.41956896,171918.92660215,179683.96437703
2025,February,Focused Fund,28.0,5197937.0,2319.13479769,1031.41884183,1287.71595586,135017.5088671,140686.76792019
2025,February,Sectoral/Thematic Funds,212.0,30656958.0,11463.18338951,5751.60694283,5711.57644668,427155.59010881,449050.7305084
2025,February,ELSS,43.0,16975832.0,1837.48082798,1222.77904397,614.701784009998,216623.2493263,227241.5382008
2025,February,Flexi Cap Fund,39.0,17615393.0,7944.77928563001,2840.5612082,5104.21807743001,406429.74539597,422860.01695826
2025,February,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),507.0,162374751.0,54428.96924217002,25125.627425240007,29303.34181693002,2739726.25935834,2877463.35755266
2025,February,Conservative Hybrid Fund,18.0,547628.0,261.06383409,342.52566337,-81.4618292799996,27686.69576711,28055.16430655
2025,February,Balanced Hybrid Fund/Aggressive Hybrid Fund,31.0,5756004.0,2055.94365615,1745.81840738,310.12524877,207879.45211783,215625.33055441
2025,February,Dynamic Asset Allocation/Balanced Advantage Fund,34.0,5139765.0,3334.22476528,2669.81285475,664.411910529998,272448.64407444,280038.24807365
2025,February,Multi Asset Allocation Fund,28.0,2993018.0,3358.67174686,1130.22556489,2228.44618197,102137.71739594,111967.41416552
2025,February,Arbitrage Fund,31.0,589477.0,18131.49011547,14539.16499493,3592.32512054002,200651.39259132,246226.9655611
2025,February,Equity Savings Fund,22.0,477138.0,1319.81385191,1229.81150619,90.0023457200004,41271.90172459,43662.39911326
2025,February,Sub Total - III (i+ii+iii+iv+v+vi),164.0,15503030.0,28461.20796976,21657.35899151,6803.848978250019,852075.80367123,925575.52177449
2025,February,Retirement Fund,29.0,2993032.0,250.2651234,141.23702259,109.02810081,27498.73689261,28642.963447
2025,February,Childrens Fund,12.0,3068204.0,182.16153474,45.00642297,137.15511177,20919.14815205,21669.44928163
2025,February,Sub Total - IV (i+ii),41.0,6061236.0,432.42665814,186.24344556,246.18321258,48417.88504466,50312.41272863
2025,February,Index Funds,298.0,12967242.0,8466.87586228999,4289.85984067,4177.01602161999,268487.59971483,274293.80107268
2025,February,GOLD ETF,19.0,6833014.0,2760.73732965,780.89278743,1979.84454222,55677.24544349,55001.75225849
2025,February,Other ETFs,222.0,19736879.0,19250.51782088,15404.42062623,3846.09719465001,726868.42559963,750412.61026167
2025,February,Fund of funds investing overseas,54.0,1385955.0,588.10157324,342.09721322,246.004360020001,27587.14274347,28404.28052407
2025,February,Sub Total - V (i+ii+iii+iv),593.0,40923090.0,31066.23258605999,20817.27046755,10248.96211851,1078620.4135014198,1108112.44411691
2025,February,Total A-Open ended Schemes,1624.0,231753772.0,1027712.61399751,987635.842601451,40076.7713960593,6426952.0401009,6731490.323142369
2025,February,Fixed Term Plan,81.0,68301.0,71.76940574,0.0,71.76940574,16243.18473622,16169.80464906
2025,February,Capital Protection Oriented Schemes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,February,Infrastructure Debt Fund,4.0,30.0,0.0,0.0,0.0,1105.754156,1102.877894
2025,February,Other Debt Scheme,1.0,193250.0,18.27,41.5700000000001,-23.3,5179.55,5308.39
2025,February,Sub Total (i+ii+iii+iv),86.0,261581.0,90.03940573999999,41.5700000000001,48.46940574,22528.48889222,22581.07254306
2025,February,ELSS,17.0,263250.0,0.0,61.64408516,-61.64408516,3892.08187384,4112.84992881
2025,February,Other Equity Schemes,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,February,Sub Total (i+ii),17.0,263250.0,0.0,61.64408516,-61.64408516,3892.08187384,4112.84992881
2025,February,Total B -Close ended Schemes,103.0,524831.0,90.03940573999999,103.21408516000012,-13.174679420000004,26420.57076606,26693.92247187
2025,February,Total C Interval Schemes,12.0,2201.0,0.0001999999999999,0.232100000000003,-0.231900000000003,121.24,121.101
2025,February,Grand Total,1739.0,232280804.0,1027802.65360325,987739.288786611,40063.3648166393,6453493.85086696,6758305.346614239
2026,February,Overnight Fund,37.0,739107.0,620852.8934149,634859.10032516,-14006.20691026,112665.89510124,129717.2656173
2026,February,Liquid Fund,42.0,2616607.0,465477.844904041,406400.4508486,59077.394055441,598920.01863801,622413.14171652
2026,February,Ultra Short Duration Fund,25.0,778455.0,20712.48079753,25086.40842353,-4373.92762600002,127759.88080885,130179.26957476
2026,February,Low Duration Fund,25.0,851082.0,18390.8565738,16062.11073127,2328.74584253001,155468.48252756,152626.35752033
2026,February,Money Market Fund,27.0,530343.0,72589.16417338,66322.6556583201,6266.50851505995,340401.47380524,339011.2050037
